method1,method2,method_score1,method_score2,space_size1,space_size2,space_score1,space_score2
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getNormalIcon(),org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary.getNormalIcon(),7.733677891844761e-11,1.475837116249654e-12,114,,2.2254788886873436e-07,
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)",3.080404654473373e-09,2.1158970840836453e-06,,64,,0.00011477967389002692
org.apache.pdfbox.cos.COSDocument.close(),org.apache.pdfbox.cos.COSDocument.close(),3.878599919759933e-05,3.2609012717026236e-06,9,,1.150295030840399e-05,
org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),1.9919974601431185e-05,1.4251361160264486e-12,,24,,0.00029307115401953156
org.apache.pdfbox.cos.COSStream.close(),org.apache.pdfbox.cos.COSStream.close(),1.4789578355065402e-07,2.2592739108667847e-07,10,4,7.782065944924798e-06,1.6306422344952477e-06
org.apache.pdfbox.cos.COSStream.getFilteredStream(),org.apache.pdfbox.cos.COSStream.getFilteredStream(),1.6854408658670838e-06,1.3585073855891879e-12,,9,,0.0002744779963280295
"org.apache.pdfbox.cos.COSStream.COSStream(COSDictionary, RandomAccess)",org.apache.pdfbox.cos.COSStream.COSStream(ScratchFile),6.670322766963457e-07,9.717852601037588e-07,8,52,9.666694137208042e-06,0.0001368469421135894
"org.apache.pdfbox.cos.COSStream.COSStream(COSDictionary, RandomAccess)",org.apache.pdfbox.cos.COSStream.COSStream(ScratchFile),6.670322766963457e-07,9.717852601037588e-07,8,52,9.666694137208042e-06,0.0001368469421135894
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.close(),org.apache.pdfbox.io.RandomAccessBufferedFileInputStream.close(),5.0867365101016815e-23,5.197392027268368e-09,,4,,1.813455206919415e-06
org.apache.pdfbox.io.RandomAccessFile.close(),org.apache.pdfbox.io.RandomAccessFile.close(),1.4949321165380048e-20,4.436766935473561e-11,2,,1.9392999598799672e-05,
org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),9.403041292687e-06,0.0001237792308658069,26,2,1.1255629963858066e-05,7.525777750681872e-05
org.apache.pdfbox.pdmodel.PDDocument.close(),org.apache.pdfbox.pdmodel.PDDocument.close(),4.283549822156011e-06,6.076662354570222e-06,4,6,1.2255895880952062e-05,1.2829906918902575e-06
org.apache.pdfbox.pdmodel.PDDocument.PDDocument(),org.apache.pdfbox.pdmodel.PDDocument.PDDocument(),1.7812238508918905e-05,1.564191129183923e-05,229,5,0.0002029757330678087,1.4149222795690569e-05
org.apache.pdfbox.pdmodel.PDDocument.importPage(PDPage),org.apache.pdfbox.pdmodel.PDDocument.importPage(PDPage),3.2395836006090044e-15,3.277700883791873e-07,,35,,5.627607091622368e-05
org.apache.pdfbox.pdmodel.PDResources.PDResources(COSDictionary),org.apache.pdfbox.pdmodel.PDResources.PDResources(COSDictionary),1.6661328642101827e-08,1.9590933993518423e-09,,,,
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.PDOptionalContentGroup(String),org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.PDOptionalContentGroup(String),5.207345055010694e-10,6.489665196113265e-11,91,76,0.0004923997536888156,9.748614094477549e-05
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.getName(),org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.getName(),5.607011381624455e-09,5.266090800648507e-12,59,,6.158660897988629e-07,
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.setName(String),org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.setName(String),6.229121744063549e-11,1.64958778460819e-11,,,,
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.PDOptionalContentGroup(COSDictionary),org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.PDOptionalContentGroup(COSDictionary),2.297238051770316e-09,1.649070899541413e-10,34,,4.726567501833628e-05,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.setDefaultResources(PDResources),org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm.setDefaultResources(PDResources),2.376647798399745e-11,1.1619736236049276e-11,,,,
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDefaultColorSpace(PDColorSpace),org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper.processDefaultColorSpace(PDColorSpace),8.85609833955709e-08,2.1897143836831375e-08,,15,,1.2097898202333268e-05
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateShadingPattern(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateShadingPattern(PreflightContext, PDResources)",1.3137498819793109e-09,7.559763417154173e-08,,24,,7.161853726683648e-06
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateExtGStates(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateExtGStates(PreflightContext, PDResources)",2.567078827890337e-10,7.587308879040082e-09,,23,,7.473227995554743e-06
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateTilingPattern(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateTilingPattern(PreflightContext, PDResources)",7.135556001344885e-10,6.739468396972435e-08,,24,,7.161853595928826e-06
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateXObjects(PreflightContext, PDResources)",3.080404654473373e-09,2.1158970840836453e-06,,64,,0.00011477967389002692
"org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateFonts(PreflightContext, PDResources)","org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess.validateFonts(PreflightContext, PDResources)",6.896958786368407e-08,4.1856557557000685e-05,6,24,1.2881759550750894e-05,9.101815503971933e-06
"org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateColorSpaces(PreflightContext, PDPage)","org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess.validateColorSpaces(PreflightContext, PDPage)",1.9243518630333566e-15,4.582157153708439e-07,,19,,8.97253888542093e-06
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(String),org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),2.736024536853278e-08,1.3438966186318514e-05,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)",1.4228697931682039e-08,1.5167544363550443e-08,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, Rectangle)",3.415994103316841e-15,1.1632192019220793e-10,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, Rectangle)",3.415994103316841e-15,1.1632192019220793e-10,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint.createContext(ColorModel, Rectangle, Rectangle2D, AffineTransform, RenderingHints)",1.4228697931682039e-08,1.5167544363550443e-08,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, Rectangle)",3.415994103316841e-15,1.1632192019220793e-10,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),4.465789570231257e-08,5.6001757087607016e-08,96,78,1.287590053265825e-05,0.00021523226110344433
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.PDFunctionType2(COSBase),org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.PDFunctionType2(COSBase),6.9499588426637545e-09,1.7320361399166167e-08,6,204,4.3734571336209095e-08,0.0001866357863678004
"org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext.RadialShadingContext(PDShadingType3, ColorModel, AffineTransform, Matrix, Rectangle)",3.415994103316841e-15,1.1632192019220793e-10,,,,
"org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, int)","org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext.AxialShadingContext(PDShadingType2, ColorModel, AffineTransform, Matrix, Rectangle)",3.1480727133913038e-15,1.0966570357014327e-10,17,,7.332415181975055e-06,
org.apache.pdfbox.pdmodel.common.function.PDFunction.getCOSObject(),org.apache.pdfbox.pdmodel.common.function.PDFunction.getCOSObject(),1.8030835308633705e-10,2.5750997194822105e-09,,,,
org.apache.pdfbox.pdmodel.common.function.PDFunction.clipToRange(float[]),org.apache.pdfbox.pdmodel.common.function.PDFunction.clipToRange(float[]),1.4291704067289816e-07,1.991359236651047e-07,17,,7.332415181975055e-06,
"org.apache.pdfbox.pdmodel.common.function.PDFunction.clipToRange(float, float, float)",org.apache.pdfbox.pdmodel.common.function.PDFunction.clipToRange(float[]),3.73444656111125e-08,1.991359236651047e-07,,,,
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),org.apache.pdfbox.pdmodel.common.function.PDFunctionType2.eval(float[]),4.465789570231257e-08,5.6001757087607016e-08,96,78,1.287590053265825e-05,0.00021523226110344433
org.apache.pdfbox.pdmodel.PDPage.hashCode(),org.apache.pdfbox.pdmodel.PDPage.hashCode(),1.5691215044880736e-11,8.122141425503079e-29,,,,
org.apache.pdfbox.pdmodel.PDPage.equals(Object),org.apache.pdfbox.pdmodel.PDPage.equals(Object),3.025292372283648e-11,4.716189103044376e-13,,,,
org.apache.pdfbox.util.Matrix.clone(),org.apache.pdfbox.util.Matrix.clone(),3.6037634567625708e-06,2.9041668152331315e-06,16,19,0.0003764171217844919,7.316556727674283e-05
org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),org.apache.pdfbox.cos.COSStream.getUnfilteredStream(),1.9919974601431185e-05,1.4251361160264486e-12,,24,,0.00029307115401953156
org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),3.533031555331723e-08,2.6243885961256174e-07,,5,,4.547227954682116e-06
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.findDestinationPage(PDDocument),org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem.findDestinationPage(PDDocument),9.669033670421817e-08,1.216657411207253e-07,1,,9.669033670421817e-08,
"org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)",1.0226211388280528e-09,6.702556174669337e-11,,,,
"org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)",2.3614954927410604e-09,1.8028143420571194e-10,,,,
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),5.561059902504641e-11,1.0312494276420785e-09,,,,
"org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)",4.050389348689112e-06,1.0992503605859357e-07,12,15,0.00152255034976914,9.287419594225941e-07
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),5.658761100946904e-06,1.1395243191381444e-07,25,,1.1682370164651636e-05,
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),5.776614450306634e-09,5.177115760344873e-07,,3,,4.195913355086321e-05
"org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)",1.5986433211550259e-09,8.02338799107598e-08,12,31,0.00152255034976914,0.00014728793510715627
org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),6.217481259088988e-06,6.107232547520813e-11,1,,6.217481259088988e-06,
org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),4.389161978161461e-06,4.475737942275562e-11,,,,
"org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, PDVisibleSigProperties)","org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, File, TSAClient, String)",2.8899205560476552e-09,4.411476441361341e-05,,2,,2.3068386444747703e-05
org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),2.260333282222051e-08,3.486992492352625e-08,4,3,8.363754198378205e-06,2.032469355905765e-05
org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),1.7370987698655853e-07,4.0902102040120863e-07,4,6,1.6280282295398602e-06,1.3747727895687414e-05
org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),1.2730068520867523e-06,8.645791790959906e-06,,9,,0.003345943436803583
org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),1.2494099752823007e-08,1.1418913942669178e-06,6,8,6.471337869706489e-06,9.53355789824969e-06
org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),3.533031555331723e-08,2.6243885961256174e-07,,5,,4.547227954682116e-06
org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),8.47971335120843e-06,1.4232773596936263e-05,92,153,0.0010538870405839601,0.0001366585835151684
org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),7.127773000529406e-07,1.1281646912476812e-07,74,14,7.873266592329943e-07,8.683229400043008e-06
org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),9.448112740788168e-08,1.3790241356961987e-08,,,,
org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),5.613131641367119e-06,1.3351457088262776e-05,50,20,3.265659553958921e-05,6.445621998570231e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),3.449521145216565e-06,7.867535962143559e-06,218,33,0.0006691635868848998,0.00036146334014876166
org.apache.pdfbox.pdfwriter.COSWriter.doWriteSignature(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteSignature(),2.1513700539966613e-15,1.311302335852134e-05,,12,,2.0634976048395308e-05
org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),1.1169453609061578e-06,1.335565312324167e-06,24,24,4.316173676770622e-05,7.589498783229081e-05
org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),5.668201725848819e-05,1.0648960733085753e-05,217,2,0.0006574515443439506,0.00018256537980663383
"org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)","org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)",1.2843014036338052e-07,4.963663996440506e-07,14,7,3.952333325155338e-06,8.035089563665556e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),8.393412704557878e-06,3.527653426353491e-05,11,15,5.000295914051778e-06,9.51941025291147e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),3.231545068942991e-05,5.960364543992525e-05,38,88,4.028501809104116e-05,0.00012116459306657853
"org.apache.pdfbox.pdmodel.PDDocument.addSignatureField(List<PDSignatureField>, SignatureInterface, SignatureOptions)","org.apache.pdfbox.pdmodel.PDDocument.addSignatureField(List<PDSignatureField>, SignatureInterface, SignatureOptions)",8.528213792993658e-10,1.5841650991586582e-08,102,,2.9531868795834777e-06,
org.apache.pdfbox.pdmodel.PDDocument.save(String),org.apache.pdfbox.pdmodel.PDDocument.save(String),1.5256419548453622e-05,3.933420836333888e-06,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(File),org.apache.pdfbox.pdmodel.PDDocument.save(File),1.7597233313417828e-06,2.6736324147830535e-05,,4,,8.823547340970107e-05
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(String),org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),2.736024536853278e-08,1.3438966186318514e-05,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),9.403041292687e-06,0.0001237792308658069,26,2,1.1255629963858066e-05,7.525777750681872e-05
"org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(FileInputStream, OutputStream)",org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),4.4487300461581003e-07,1.3438966186318514e-05,26,,1.1255629963858066e-05,
"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface)","org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface)",3.8054944621153055e-16,1.4542139702236819e-08,,,,
"org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)","org.apache.pdfbox.pdmodel.PDDocument.addSignature(PDSignature, SignatureInterface, SignatureOptions)",5.793257801371425e-09,4.7376626197648523e-07,,4,,9.262428056677849e-06
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),2.9016318979934604e-20,1.4609028526798013e-21,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),3.112063052710071e-16,1.6526435906305234e-08,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),8.398431940258833e-08,8.916584572275423e-09,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),4.3016764107246195e-16,2.914592373334039e-16,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),4.06267188885198e-07,5.383055570175755e-07,2,,4.176823656450786e-07,
"org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)",1.0226211388280528e-09,6.702556174669337e-11,,,,
"org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)",2.3614954927410604e-09,1.8028143420571194e-10,,,,
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),5.561059902504641e-11,1.0312494276420785e-09,,,,
"org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)",4.050389348689112e-06,1.0992503605859357e-07,12,15,0.00152255034976914,9.287419594225941e-07
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),5.658761100946904e-06,1.1395243191381444e-07,25,,1.1682370164651636e-05,
org.apache.pdfbox.examples.pdmodel.ExtractMetadata.main(String[]),org.apache.pdfbox.examples.pdmodel.ExtractMetadata.main(String[]),1.5763269195812768e-09,1.1702881345877695e-10,,,,
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),5.776614450306634e-09,5.177115760344873e-07,,3,,4.195913355086321e-05
"org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)",1.5986433211550259e-09,8.02338799107598e-08,12,31,0.00152255034976914,0.00014728793510715627
org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),6.217481259088988e-06,6.107232547520813e-11,1,,6.217481259088988e-06,
org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),4.389161978161461e-06,4.475737942275562e-11,,,,
"org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, PDVisibleSigProperties)","org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, File, TSAClient, String)",2.8899205560476552e-09,4.411476441361341e-05,,2,,2.3068386444747703e-05
org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),2.260333282222051e-08,3.486992492352625e-08,4,3,8.363754198378205e-06,2.032469355905765e-05
org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),1.7370987698655853e-07,4.0902102040120863e-07,4,6,1.6280282295398602e-06,1.3747727895687414e-05
org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),1.2730068520867523e-06,8.645791790959906e-06,,9,,0.003345943436803583
org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),1.2494099752823007e-08,1.1418913942669178e-06,6,8,6.471337869706489e-06,9.53355789824969e-06
org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),3.533031555331723e-08,2.6243885961256174e-07,,5,,4.547227954682116e-06
org.apache.pdfbox.cos.COSString.accept(ICOSVisitor),org.apache.pdfbox.cos.COSString.accept(ICOSVisitor),3.795167787526714e-08,9.367044664290586e-08,4,4,8.412729240375937e-06,1.5534910039275684e-05
org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),8.47971335120843e-06,1.4232773596936263e-05,92,153,0.0010538870405839601,0.0001366585835151684
org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),7.127773000529406e-07,1.1281646912476812e-07,74,14,7.873266592329943e-07,8.683229400043008e-06
org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),9.448112740788168e-08,1.3790241356961987e-08,,,,
org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),5.613131641367119e-06,1.3351457088262776e-05,50,20,3.265659553958921e-05,6.445621998570231e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),3.449521145216565e-06,7.867535962143559e-06,218,33,0.0006691635868848998,0.00036146334014876166
