Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Ivy,IVY-150,Circular dependencies causes StackOverflowError in report,Bug,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,1/24/2006 13:53,,1/25/2006 9:31,11/26/2006 7:04,1.2,1.3-RC1,,17-Nov-06,0,0,,,,,,,,,see http://www.jayasoft.org/node/396#comment-1094 for example of the problem,,,,,,,,,,,,"11 years, 25 weeks, 5 days ago",,139892,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192716,,,,,,,,0|i0xctz:
Ivy,IVY-148,add exclusion information in the resolution report,Improvement,Open,Major,Unresolved,Unassigned,Xavier Hanin,Xavier Hanin,1/24/2006 16:49,,2/29/2008 11:45,,,,,17-Nov-06,0,0,,,,,,,,,Artifacts and module exclusions are purely removed from the resolution report. It would be nice to have a section showing what has been excluded,,,,,,,,,,,,"11 years, 25 weeks, 5 days ago",,89072,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,279420,,,,,,,,0|i1c7yn:
Ivy,IVY-152,ivy standalone does not return error status,Improvement,Closed,Minor,Fixed,Xavier Hanin,Karl Baum,Karl Baum,1/25/2006 13:55,,8/28/2006 18:14,11/26/2006 7:04,unspecified,1.4-RC1,Core,17-Nov-06,0,0,,,,,,,,all,Please see: http://www.jayasoft.org/node/432,,,,,,,,4/14/2006 13:13,,,,"11 years, 14 weeks, 2 days ago",,139894,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192990,,,,,,,,0|i0xeiv:
Ivy,IVY-151,Problem resolving dependencies when 2 module versions have different configurations,Bug,Closed,Major,Fixed,Xavier Hanin,Maarten Coene,Maarten Coene,1/25/2006 19:14,,1/25/2006 12:35,11/26/2006 7:04,1.3-RC1,1.3-RC1,Core,17-Nov-06,0,0,,,,,,,,,See http://www.jayasoft.org/node/422,,,,,,,,1/25/2006 12:34,,,,"11 years, 25 weeks, 4 days ago",,139893,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192623,,,,,,,,0|i0xc9b:
Ivy,IVY-153,problem reading 'invalid' POMs,Bug,Resolved,Minor,Fixed,Xavier Hanin,Matthieu Brouillard,Matthieu Brouillard,1/25/2006 19:49,,2/28/2006 11:37,11/26/2006 7:05,1.3-RC1,1.3-RC3,Core,17-Nov-06,0,0,,,,,,,,ivy1.3-RC1,"During some tests, i have created a POM in which i have deleted the version section. The ivy pom parser did a bad work (he read bad info during parsing) and then ivy has a strange behavior like giving some dependencies the name of my project.
We have to parse more correctly the POMs, even if we have to throw some parse exception.",,,,,,,,,,,,"11 years, 25 weeks, 4 days ago",,139895,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191619,,,,,,,,0|i0x627:
Ivy,IVY-155,ivy report generate full graph from automated build,New Feature,Closed,Major,Fixed,Xavier Hanin,Karl Baum,Karl Baum,1/26/2006 15:47,,9/20/2006 8:54,11/26/2006 7:04,unspecified,1.4-RC1,Core,17-Nov-06,0,0,,,,,,,,all,"Instead of generating a graph from one module (ivy.xml file)and seeing what that module depends on, it would be great if we could somehow see how all of our modules relate to each other in one large dependency graph.

Please see: http://www.jayasoft.org/node/437

Thx.

-karl",,,,,,,,9/17/2006 12:39,,,,"10 years, 43 weeks, 5 days ago",,139897,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192581,,,,,,,,0|i0xbzz:
Ivy,IVY-156,Possible ambiguity in schema,Bug,Resolved,Minor,Fixed,Xavier Hanin,Eric Jain,Eric Jain,1/26/2006 17:12,,1/27/2006 19:30,11/26/2006 7:05,1.3-RC1,,,17-Nov-06,0,0,,,,,,,,,"After upgrading to 1.3-RC1, the following error is reported for every dependency that is resolved:

found [ trove | trove | 1.0.2 ] in expasy4j-libs-local
[1.0.2] [ trove | trove | 1.0+ ]
[ivy:resolve] [Error] :66:26: cos-nonambig: """":conf and """":conf (or elements from their substitution group) violate ""Unique Particle Attribution"". During validation against this schema, ambiguity would be created for those two particles.
",,,,,,,,1/27/2006 16:17,,,,"11 years, 25 weeks, 2 days ago",,139898,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191813,,,,,,,,0|i0x79b:
Ivy,IVY-154,add regexp management in install,Improvement,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,1/26/2006 19:17,,2/16/2006 15:18,11/26/2006 7:04,,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"the install task let install one module at a time, it would be nice to be able to install all modules matching a given pattern",,,,,,,,,,,,"11 years, 25 weeks, 3 days ago",,139896,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192507,,,,,,,,0|i0xbjj:
Ivy,IVY-157,bug when an organisation or module or revision contains a space,Bug,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,1/27/2006 16:41,,2/16/2006 15:18,11/26/2006 7:04,1.3-RC1,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"When someone use spaces in either organisation module or revision, this causes the following error:
badly encoded module revision id",,,,,,,,,,,,"11 years, 25 weeks, 2 days ago",,139899,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192901,,,,,,,,0|i0xdz3:
Ivy,IVY-158,HTML report shouldn't display the dependencies of evicted modules,Bug,Closed,Major,Fixed,Xavier Hanin,Maarten Coene,Maarten Coene,1/27/2006 17:31,,2/16/2006 15:18,11/26/2006 7:04,1.3-RC1,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"Hi,

if a module is evicted by another revision, the HTML report incorrectly shows a list of dependencies of the evicted module.

For instance: suppose module3 v1.0 is evicted by module3 v1.1. Module3 v1.0 has a dependency on module4 and module3 v1.1 has a dependency on module5

The current report looks like this:

Dependencies Overview:
module1
module2
-- module3 (v1.0) EVICTED
---- module5 !!! INCORRECT !!!
-- module3 (v1.1)
----module5

The correct report should look like:

Dependencies Overview:
module1
module2
-- module3 (v1.0) EVICTED
-- module3 (v1.1)
----module5

As you can see, the dependencies of the evicted module are no longer listed.

I'll upload a patch.

regards,
Maarten",,,,,,,,1/27/2006 18:25,,,,"11 years, 25 weeks, 2 days ago",,139900,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192531,,,,,,,,0|i0xbov:
Ivy,IVY-159,Some files in cache detected by not used by Ivy for subsequent retrieves,Bug,Closed,Major,Fixed,Xavier Hanin,Colin Sampaleanu,Colin Sampaleanu,1/28/2006 12:30,,2/16/2006 15:17,11/26/2006 7:04,1.3-RC1,1.3-RC2,Core,17-Nov-06,0,0,,,,,,,,Windows XP SP2,"1.3RC1 seems to have issues with using some files from the cache, for subsequent retrieves, that it has put into the cache.

I can build spring-webflow
http://cvs.sourceforge.net/viewcvs.py/springframework/spring-projects/spring-webflow/
http://cvs.sourceforge.net/viewcvs.py/springframework/spring-projects/common-build/
with no apparent issues (building spring-binding first, as it's a dependency).

With a clean cache, all files get pulled down from ibiblio or the local filesystem repository, and get placed into the cache. Subsequent builds appear to all work fine, except when network access is disabled.

With network access disabled, a subset of the dependencies for the project seem to be found in the cache (according to the log), but do not get used for some reason, and the build breaks due to missing dependencies. Most of the dependencies are properly used for the cache.

The problem dependencies are:
::::::::::::::::::::::::::::::::::::::::::::::
WARN: :: UNRESOLVED DEPENDENCIES ::
WARN: ::::::::::::::::::::::::::::::::::::::::::::::
WARN: :: [ apache | myfaces | 1.1.1 ]: not found
WARN: :: [ apache | struts | 1.2.8 ]: not found
WARN: :: [ apache | commons-codec | 1.3 ]: not found
WARN: :: [ easymock | easymock | 1.1 ]: not found
WARN: :: [ junit | junit | 3.8.1 ]: not found
WARN: ::::::::::::::::::::::::::::::::::::::::::::::

I will attach a debug log file for the retrieve with and without network access enabled.

Colin
",,,,,,,,1/30/2006 15:07,,,,"11 years, 24 weeks, 3 days ago",,139901,,,Restricted to agents,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192447,,,,,,,,0|i0xb67:
Ivy,IVY-160,Duplicate dependency entries within one Ivy-File not resolved correctly,Bug,Open,Minor,Unresolved,Unassigned,Nils Tegtmeier,Nils Tegtmeier,1/30/2006 12:30,,6/25/2008 11:10,,"1.2, 1.3-RC1",,,17-Nov-06,0,0,,,,,,,,OS Windows,"If an ivy.xml contains more than one <dependency>-entry for the same organisation and module, only one of them is resolved correctly. This issue showed itself in two different flavors:
a)
Suppose you have two subsequent entries for identical configurations like this:
<dependency org=""foo"" name=""bar"" rev=""1.5+"" >
<conf name=""runtime"">
<mapped name=""*"" />
</conf>
<artifact name=""gumbo"" type=""zip"" />
</dependency> 
<dependency org=""foo"" name=""bar"" rev=""1.5+"">
<conf name=""runtime"">
<mapped name=""*"" />
</conf>
<artifact name=""okra"" type=""jar""/>
</dependency> 
Then the first is resolved and retrieved while the second is not.
b)
Suppose you have two subsequent entries for different configurations like this:
<dependency org=""foo"" name=""bar"" rev=""1.2.1"">
<conf name=""compile"">
<mapped name=""*""/>
</conf>
<artifact name=""gumbo"" type=""jar""/>
</dependency>
<dependency org=""foo"" name=""bar"" rev=""1.2.1"">
<conf name=""runtime"">
<mapped name=""*""/>
</conf>
<artifact name=""okra"" type=""jar""/>
</dependency>
Then both are resolved to the configuration of the first entry if you call <ivy:resolve file=""/ivy.xml"" conf=""*""/>",,,,,,,,6/20/2007 23:49,,,,"9 years, 31 weeks ago",,89167,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,279419,,,,,,,,0|i1c7yf:
Ivy,IVY-162,ivy.xml doesn't contain all the dependencies,Bug,Resolved,Major,Fixed,Maarten Coene,Maarten Coene,Maarten Coene,1/31/2006 17:03,,4/26/2007 7:46,1/8/2007 22:19,1.3-RC1,2.0.0-alpha-1,,17-Nov-06,1,0,,,,,,,,,"The ivy.xml file doesn't contain all the required dependencies. It is missing 'junit.jar' and 'ant.jar'.

This patch fixes this:
Index: C:/projects/ivy/ivy/ivy.xml
===================================================================
--- C:/projects/ivy/ivy/ivy.xml (revision 215)
+++ C:/projects/ivy/ivy/ivy.xml (working copy)
@@ -4,8 +4,10 @@
status=""integration""
/>
<dependencies>
+ <dependency org=""apache"" name=""ant"" rev=""1.6.5"" conf=""default"" />
<dependency org=""apache"" name=""commons-httpclient"" rev=""3.0"" conf=""default""/>
<dependency org=""apache"" name=""commons-cli"" rev=""1.0"" conf=""default""/>
+ <dependency org=""apache"" name=""junit"" rev=""3.8.1"" conf=""default"" />
<dependency org=""apache"" name=""oro"" rev=""2.0.8"" conf=""default""/>
</dependencies>
</ivy-module>
",,,,,,,,,,,,"11 years, 24 weeks, 5 days ago",,139903,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191085,,,,,,,,0|i0x2rj:
Ivy,IVY-161,"possibility to select the matcher to use when including/excluding artifacts, or defining conflict manager rules",Improvement,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,1/31/2006 17:47,,2/15/2006 10:18,11/26/2006 7:04,,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"In ivy file one can use patterns to include or exclude artifacts, and to define conflict manager rules. The problem is that the pattern is always considered as being either an exact pattern or a regexp (two are tested). This causes some problems:
- impossible to convert the rules from one namespace to another one (a regexp is not convertible), whereas it's often only an exat pattern which is used
- regexp are used even if not necessary, which can cause performance issue
- regexp are quite difficult to write for some people, having a pluggable matcher concept would greatly help, especially if a more simple matcher was part of ivy distribution",,,,,,,,,,,,"11 years, 24 weeks, 5 days ago",,139902,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192429,,,,,,,,0|i0xb27:
Ivy,IVY-164,resolve problem with configuration inheritance,Bug,Closed,Major,Fixed,Xavier Hanin,Matthieu Brouillard,Matthieu Brouillard,2/1/2006 10:50,,2/16/2006 15:17,11/26/2006 7:04,1.3-RC1,1.3-RC2,"Ant, Core",17-Nov-06,0,0,,,,,,,,"windows XP SP2
ant 1.6.2
ivy 1.3-RC1","I have a big ivy file declaring a lot of dependencies on big projects like struts 1.2.8, hibernate 3.1.
I have two configurations default and tomcat that extends default.

When resolving ""*"" configuration, ivy loses some dependencies from struts.
If i do two resolve, one for ""default"" one for ""tomcat"", all is fine.",,,,,,,,2/1/2006 19:53,,,,"11 years, 24 weeks, 3 days ago",,139905,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192600,,,,,,,,0|i0xc47:
Ivy,IVY-163,Disable consistency check,Improvement,Closed,Major,Fixed,Xavier Hanin,sebastien,sebastien,2/1/2006 18:29,,2/15/2006 9:57,11/26/2006 7:04,1.3-RC1,1.3-RC2,Core,17-Nov-06,0,0,,,,,,,,,"Disable consistency check to face maven2 inconsistent pom files.
For example activemq-core which is in actvemq org/directory but marked as activemq-core org in pom file.",,,,,,,,2/8/2006 10:17,,,,"11 years, 23 weeks, 5 days ago",,139904,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192556,,,,,,,,0|i0xbuf:
Ivy,IVY-166,Add a property to force the use of ivy files,Improvement,Closed,Major,Fixed,Xavier Hanin,Matthieu Brouillard,Matthieu Brouillard,2/7/2006 14:41,,8/26/2006 9:04,11/26/2006 7:04,,1.4-RC1,"Ant, Core",17-Nov-06,0,0,,,,,,,,ivy > 1.3RC1,"When getting available revisions for a module, a resolver that has ivy and artifact patterns set uses those both resolvers to build the revision list.
This can be probematic for modules having multiple artifacts.

Suppose that your module defines 2 artifacts : mod and mod-test
You have in a repository the module in the revision 1.0.
Asking for revisions to a file resolver configured on this repository will answer : 1.0 and test-1.0 as found revisions.",,,,,,,,6/7/2006 15:35,,,,"11 years, 6 weeks, 4 days ago",,139907,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192796,,,,,,,,0|i0xdbr:
Ivy,IVY-165,resolve fails without appropriate message when cache is empty and a module in the repository has no revision,Bug,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,2/7/2006 16:24,,2/16/2006 15:16,11/26/2006 7:04,1.3-RC1,1.3-RC2,Core,17-Nov-06,0,0,,,,,,,,,"The whole use case is described here: http://jayasoft.org/node/392

The problem is due to the fact that a module has no revision, but Ivy doesn't complains about it and fails later.

An appropriate message would be much better.",,,,,,,,,,,,"11 years, 23 weeks, 5 days ago",,139906,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192521,,,,,,,,0|i0xbmn:
Ivy,IVY-167,Retrieve task should also optionally do ivy file donwloads,Improvement,Resolved,Major,Fixed,Xavier Hanin,Colin Sampaleanu,Colin Sampaleanu,2/8/2006 15:25,,2/28/2006 17:53,11/26/2006 7:05,1.3-RC1,1.3-RC3,,17-Nov-06,0,0,,,,,,,,,"It would be very handy if the retrieve task could also pull down ivy files. If it could do this, then you could also use it to pull down all dependencies potentially used by a project, and ivy files, to build a repo needed to build a project from scratch.

Obviously it needs a patern to do this too, same as for the dependencies...
",,,,,,,,2/17/2006 13:25,,,,"11 years, 20 weeks, 5 days ago",,139908,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190119,,,,,,,,0|i0wwsv:
Ivy,IVY-168,Transitive Dependencies not evaluating properly,Bug,Closed,Major,Cannot Reproduce,Xavier Hanin,Matt Inger,Matt Inger,2/9/2006 15:12,,8/28/2006 18:31,11/26/2006 7:04,1.3-RC1,1.4-RC1,Core,17-Nov-06,0,0,,,,,,,,,"I have configurations as follows in each of my modules within my org (fiberlink)

<configurations>
<conf name=""j2ee"" />
<conf name=""compile"" />
<conf name=""runtime"" extends=""compile"" />
<conf name=""test"" extends=""runtime"" />
<conf name=""war"" extends=""runtime"" />
<conf name=""tgz"" />
<conf name=""provided"" extends=""compile"" />
<conf name=""default"" extends=""runtime"" />
</configurations>


Assume that ""common"" has 0 artifacts included in the ""j2ee"" configuration.
If I have a dependency in moduleX on ""common"":

<dependency org=""fiberlink""
name=""common""
rev="""" />

As, expected the ""j2ee"" configuration still has no artifacts (as
verified by the dependency report). However,
If i then have moduleY depend on moduleX:

<dependency org=""fiberlink""
name=""moduleX""
rev="""" />

All of a sudden, the j2ee configuration has a whole bunch of jars
which should not be included. I'm not sure if it's getting confused
by the transitive dependencies or what, but it's not working right.
My current workaround is to put this on all my internal dependencies:

<dependency org=""fiberlink""
name=""moduleX""
rev="""" conf=""compile"" />

so that only the compile configuration maps. However, this is far
from the right solution, as I should really have all configurations
in my file moduleX to the correspondign configs in moduleY
(which i specify on the <dependencies defaultconfmapping=""*->@"" />
element)
It's just that without the explicit mapping on the dependency
itself, it doesn't evaluate properly.
",,,,,,,,2/10/2006 16:00,,,,"11 years, 4 weeks, 5 days ago",,139909,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,193125,,,,,,,,0|i0xfcv:
Ivy,IVY-169,Ivy post resolve tasks like retrieve or cachepath should be able to run from cache information,Bug,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,2/10/2006 16:31,,2/16/2006 15:16,11/26/2006 7:04,1.3-RC1,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"For the moment if you run a retrieve whereas no resolve was previously called in the same build, one is automatically run.

Ivy has enough information in cache and in retrieve task attributes (module, organisation, conf) to be able to run without a call to resolve if one was done in a previous build.",,,,,,,,,,,,"11 years, 23 weeks, 2 days ago",,139910,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192505,,,,,,,,0|i0xbj3:
Ivy,IVY-170,Log messages do not display most specfic resolver name,Improvement,Closed,Minor,Fixed,Xavier Hanin,Tarik Idris,Tarik Idris,2/10/2006 18:42,,8/28/2006 18:13,11/26/2006 7:04,1.3-RC1,1.4-RC1,Core,17-Nov-06,0,0,,,,,,,,"Ivy 1.3 RC1, Ant 1.6.5","The log messages and the dependcy reports always reference a chain resolver name, instead of the specific child resolver. This is the config:
<ivyconf>
<conf defaultResolver=""epr"" defaultCache=""/home/jira/.ivy-cache"" defaultLatestStrategy=""latest-revision""/>
<resolvers>
<chain name=""epr"" returnFirst=""true"">
<filesystem name=""localfs"">
<ivy
pattern=""/../../../infrastructure/ivyrep/[organisation]/[module]/ivy-[revision].xml""/>
<artifact
pattern=""/../../../infrastructure/ivyrep/[organisation]/[module]/[type]s/[artifact]-[revision].[type]""/>
</filesystem>
<chain name=""remote_chain"" dual=""true"">
<url name=""shared"" checkmodified=""true"">
<ivy
pattern=""http://whatever/ivyrep/[organisation]/[module]/ivy-[revision].xml""/>
<artifact
pattern=""http://whatever/ivyrep/[organisation]/[module]/[artifact]-[revision].[type]""/>

</url>
<url name=""ivy_sandbox"" checkmodified=""true"">
<ivy
pattern=""http://opensvn.csie.org/ivyrepsandbox/[organisation]/[module]/ivy-[revision].xml""/>
</url>
<ibiblio name=""ibiblio""/> 
</chain>
</chain>
</resolvers>
</ivyconf>
This is a snip from the output:
...
found [ apache | commons-lang | 2.1 ] in remote_chain
found [ apache | commons-collections | 3.1 ] in remote_chain
found [ apache | commons-digester | 1.6 ] in remote_chain
found [ apache | commons-beanutils | 1.6.1 ] in remote_chain
found [ apache | commons-logging | 1.0.3 ] in remote_chain
...

This is a snip from a verbose ant log:
CLIENT ERROR: Not Found url=http://whatever/ivyrep/apache/commons-lang/ivy-2.1.xml
shared: no ivy file found for [ apache | commons-lang | 2.1 ]: using default data
tried http://whatever/ivyrep/apache/commons-lang/ivy-2.1.xml
ivy_sandbox: found md file for [ apache | commons-lang | 2.1 ]
=> http://opensvn.csie.org/ivyrepsandbox/apache/commons-lang/ivy-2.1.xml (2.1)
ivy_sandbox: found revision in cache: [ apache | commons-lang | 2.1 ]: but it's a default one, maybe we can find a better one
found [ apache | commons-lang | 2.1 ] in remote_chain
",,,,,,,,2/10/2006 18:56,,,,"11 years, 15 weeks, 4 days ago",,139911,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192926,,,,,,,,0|i0xe4n:
Ivy,IVY-171,httclient is not registered for https urls,Bug,Closed,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,2/13/2006 20:30,,2/16/2006 15:16,11/26/2006 7:04,1.3-RC1,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,"even if commons httpclient is in ivy classpath, it isn't used for https urls, which avoid to take care of authentication and cookie management with those urls.",,,,,,,,,,,,"11 years, 22 weeks, 6 days ago",,139912,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192438,,,,,,,,0|i0xb47:
Ivy,IVY-172,dependency @changing attribute has no effect,Bug,Closed,Minor,Fixed,Xavier Hanin,Kleeo,Kleeo,2/14/2006 12:56,,8/25/2007 23:34,11/26/2006 7:04,1.3-RC1,,Ant,17-Nov-06,0,0,,,,,,,IVY-597,"windows xp, ant-1.6.5, jdk 1.5","when using ivy with such ivy.xml(fragment): <dependency org=""gr"" name=""simple-ivy-sp"" rev=""1.2+"" changing=""true""/>
and simple-ivy-sp rebuilding without changing revision my project dependent of simple-ivy-sp picks an old version (first published) from cache and not updates cache",,,,,,,,2/17/2006 17:40,,,,"11 years, 22 weeks, 2 days ago",,139913,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192987,,,,,,,,0|i0xei7:
Ivy,IVY-173,latest-revision conflict manager evicts all versions of a module,Bug,Resolved,Major,Fixed,Xavier Hanin,Tarik Idris,Tarik Idris,2/14/2006 13:45,,3/10/2006 19:09,11/26/2006 7:05,1.3-RC1,1.3-RC3,Core,17-Nov-06,0,0,,,,,,,,Ivy 1.3-rc1 and latest build (14:30 on 10.02.2006),"The latest-revision conflict manager evicts all versions of a module (commons-collections). Here is a snip from the
xml resolution report in cache:

<module organisation=""apache"" name=""commons-collections"" resolver=""epr"">
<revision name=""3.1"" status=""release"" pubdate=""20040628200200"" resolver=""remote_chain"" evicted=""latest-revision"" homepage=""http://jakarta.apache.org/commons/collections/"" downloaded=""true"" searched=""true"" default=""false"" conf=""default"">
<license name=""Apache"" url=""http://www.apache.org/licenses/LICENSE-2.0.txt""/>
<caller organisation=""displaytag"" name=""displaytag"" conf=""default"" rev=""2.1.1""/>
<caller organisation=""apache"" name=""commons-digester"" conf=""default"" rev=""2.1""/>
<caller organisation=""foo"" name=""foo1"" conf=""compile"" rev=""3.1""/>
<caller organisation=""foo"" name=""foo2"" conf=""default"" rev=""3.1""/>
<caller organisation=""foo"" name=""foo3"" conf=""compile"" rev=""3.1""/>
<caller organisation=""hibernate"" name=""hibernate"" conf=""default"" rev=""2.1.1""/>
<caller organisation=""apache"" name=""velocity"" conf=""default"" rev=""3.1""/>
<caller organisation=""apache"" name=""commons-pool"" conf=""default"" rev=""3.1""/>
<artifacts>
</artifacts>
</revision>
<revision name=""2.1"" evicted=""latest-revision"" downloaded=""false"" searched=""false"" conf="""">
<evicted-by rev=""3.1""/>
<caller organisation=""apache"" name=""commons-digester"" conf=""default"" rev=""2.1""/>
<artifacts>
</artifacts>
</revision>
<revision name=""2.1.1"" status=""release"" pubdate=""20040526204900"" resolver=""remote_chain"" evicted=""latest-revision"" homepage=""http://jakarta.apache.org/commons/collections/"" downloaded=""true"" searched=""true"" default=""false"" conf=""default"">
<license name=""Apache"" url=""http://www.apache.org/licenses/LICENSE-2.0.txt""/>
<evicted-by rev=""3.1""/>
<caller organisation=""displaytag"" name=""displaytag"" conf=""default"" rev=""2.1.1""/>
<caller organisation=""hibernate"" name=""hibernate"" conf=""default"" rev=""2.1.1""/>
<artifacts>
</artifacts>
</revision>
</module>

more info in the forum:
http://www.jayasoft.org/node/470",,,,,,,,2/28/2006 20:15,,,,"11 years, 19 weeks, 2 days ago",,139914,,,Restricted to agents,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190134,,,,,,,,0|i0www7:
Ivy,IVY-174,pom compatibility problem: ivy doesn't support in poms,Improvement,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,2/15/2006 11:46,,4/14/2006 12:12,11/26/2006 7:05,1.3-RC1,1.3-RC2,,17-Nov-06,0,0,,,,,,,,,see http://www.jayasoft.org/node/473,,,,,,,,,,,,"11 years, 22 weeks, 5 days ago",,139915,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191392,,,,,,,,0|i0x4nr:
