Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Blogs - Username,Blogs - Email Address,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,Machine Readable Info,External issue URL,Flags,Rank
PDFBox,PDFBOX-191,PDFStreamEngine(Properties) should use propertyNames(),Bug,Closed,Minor,Duplicate,Andreas Lehmkühler,Anonymous,Anonymous,8/22/2006 22:40,,2/12/2011 18:59,12/7/2010 6:42,,,,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1544943
Originally submitted by thib_gc on 2006-08-22 15:40.

The PDFStreamEngine(Properties) constructor uses
properties.keySet().iterator() to create a map of
operators based on the client-supplied custom operator
processor class names. This has the disadvantage of
only iterating over the proper keys of the properties
parameter, ignoring any keys that are defined by the
Properties instance's defaults (if present).

If a client of PDFStreamEngine wishes to have the
default behavior be anything other than the built-in
""no-op"", which exists because of the null check in
processOperator(PDFOperator, List), the only choice is
to supply to the constructor a Properties object with
no defaults that includes all possible PDF operators,
attaching the name of a class extending
OperatorProcessor with the desired default behavior to
all keys that need it. Another conceivable possibility
would be to override PDFStreamEngine(Properties) and
processOperator(PDFOperator, List).

Neither of these options seem desirable, nor do they
enable clients to take advantage of defaults
recursively in Properties without flattening the
chained Properties objects.

Instead, the PDFStreamEngine(Properties) constructor
could use properties.propertyNames() (the die-hard
Enumeration from the Properties API), which guarantees
enumerating recursively over Properties objects.",,,,,,,,,,,,"6 years, 19 weeks, 2 days ago",,163083,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,206117,,,,,,,0|i0znjr:
PDFBox,PDFBOX-192,Find encodings in FontFile3 - CompactFont Format,New Feature,Closed,Minor,Fixed,Unassigned,Anonymous,Anonymous,8/23/2006 13:04,,7/19/2014 14:05,10/2/2010 15:46,,1.3.1,Text extraction,,0,0,,,,,,,PDFBOX-2220,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552835&aid=1545266
Originally submitted by zlaya_buka on 2006-08-23 06:04.

Finding encoding problem

Debugging of a page from the set (uploaded: 01_.pdf) 
showed: 

- all the fonts are of the same subtype - Type 1 
- there are no cmaps for any fonts 
- encoding dictionaries for all fonts are practically 
useless - each of the font encoding entries contains 
only differences array (with just one mapping for a 
code that seems not to be used on the page) 

I discovered from the source that in such a case 
PDFBox tries to read encoding info from font directly: 

COSStream fontFile = (COSStream)
fontDescriptor.getDictionaryObject(COSName.FONT_FILE); 
if( fontFile != null ) 
{ 
BufferedReader in = new BufferedReader(new 
InputStreamReader(fontFile.getUnfilteredStream())); 
/** 
* this section parse the FileProgram stream searching 
for a /Encoding entry 
* the research stop if the entry ""currentdict end"" is 
reach or after 100 lignes 
*/ 
... 
} 

The problem is that all the fonts on my page are 
marked in their fontdescriptors as FontFile3 - ie are 
in CompactFont Format. It seems from the above code 
that PDFBox parses only COSName.FONT_FILE and ignores 
COSName.FONT_FILE3. So finally I get StandardEncoding 
for all the characters - that's not the case since all 
the pages are in russian. 

Is there any chance to find out the solution of 
extracting encoding from compact font - it seems that 
in my case it's the only place where this info can be 
found since Acrobat displays all the files correct 
(TextStripper returns mostly spaces and trash) 

[attachment on SourceForge]
http://sourceforge.net/tracker/download.php?group_id=78314&atid=552835&aid=1545266&file_id=190290
01.zip (application/x-zip-compressed), 196513 bytes
Sample file (first page of newspaper, rus) + font report (PDFLib font reporter)",,,,,,,,,,,,"6 years, 38 weeks, 2 days ago",,163084,,,Restricted to agents,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,205972,,,,,,,0|i0zmnj:
PDFBox,PDFBOX-193,Getting tiff - PDCcitt.TiffWrapper object,Improvement,Closed,Minor,Not A Problem,Unassigned,Jukka Zitting,Anonymous,8/28/2006 9:15,,2/20/2015 7:01,2/20/2015 7:01,"0.7.1, 2.0.0",2.0.0,PDModel,,0,3,,,,,,,,,"[imported from SourceForge] 
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1547765 
Originally submitted by nobody on 2006-08-28 02:15. 

PDCcitt has hardcoded dpi information and it is 300 for 
x and y resolution (see PDCcitt line 519 and 520). 
Propose solution: set information about dpi in 
COSDictionary object (decodeParms variable)",,,,,,,,2/26/2014 23:00,,,,"2 years, 17 weeks, 3 days ago",,85099,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289459,,,,,,,0|i1dx3j:
PDFBox,PDFBOX-194,PDPageXYZDestination jumps one page too far,Bug,Closed,Minor,Cannot Reproduce,Tilman Hausherr,Anonymous,Anonymous,8/30/2006 12:05,,2/5/2015 12:17,2/5/2015 12:17,0.7.0,,PDModel,,0,2,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1549236
Originally submitted by nobody on 2006-08-30 05:05.

When using PDPageXYZDestination with zoom -1, top 0 and
left 0 (other valeus, too) it jumps one page further
than it should.
This also means that PDPageXYZDestination can't jump to
the first page",,,,,,,,,,,,"2 years, 19 weeks, 4 days ago",,85100,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289458,,,,,,,0|i1dx3b:
PDFBox,PDFBOX-195,IrisPDF files text extraction problem,Bug,Closed,Minor,Fixed,Unassigned,Jukka Zitting,Anonymous,8/31/2006 13:27,,10/21/2009 10:28,4/8/2009 14:04,,0.8.0-incubator,Parsing,,0,0,,,,,,,,,"[imported from SourceForge] 
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1549928 
Originally submitted by tguillotin on 2006-08-31 06:27. 

We have a problem while extracting text from files 
generated with IrisPDF, we get the following exception: 
""java.io.IOException: expected='endstream' 
actual='endstream13' 
org.pdfbox.io.PushBackInputStream@9576fd"" 

Thanks in advance 

Thierry Guillotin 

ps: attached is an example file (as short as possible) 

[attachment on SourceForge] 
http://sourceforge.net/tracker/download.php?group_id=78314&atid=552832&aid=1549928&file_id=191484 
test_bad.pdf (application/pdf), 48891 bytes 
example file",,,,,,,,4/6/2009 17:34,,,,"8 years, 11 weeks, 5 days ago",,163085,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,205957,,,,,,,0|i0zmk7:
PDFBox,PDFBOX-196,Print Degraded setting does not work,Bug,Closed,Minor,Invalid,Unassigned,Anonymous,Anonymous,9/2/2006 16:16,,10/10/2014 21:55,10/10/2014 21:55,,,Utilities,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552833&aid=1551072
Originally submitted by nobody on 2006-09-02 09:16.

Hi everybody,

I searched for a tool to restrict pdf usage and found
PDFBox. The reason that there are commandlinetools
included put a smile on my face ;-). So I tried the
comandline version of encryt and didn't get what I
expected. I hope someone can help me to solve my problem. 

I tried to forbid all except degraded printing with
Encrypt.exe.

I used the following syntax:

Encrypt.exe -O Test -canAssemble false
-canExtractContent false -canExtractForAccessibility
false -canFillInForm false -canModify false
-canModifyAnnotations false -canPrint false
-canPrintDegraded true -keyLength 128 -version 2
-revision 4 test.pdf test-encrypted.pdf

The result was a pdf where printing is completely
forbidden. This I didn't want, so I tried another syntax:

Encrypt.exe -O Test -canAssemble false
-canExtractContent false -canExtractForAccessibility
false -canFillInForm false -canModify false
-canModifyAnnotations false -canPrint true
-canPrintDegraded true -keyLength 128 -version 2
-revision 4 test.pdf test-encrypted.pdf

The result was, that high resulution printing is
allowed, which I also didn't want.

How must the syntax look like to restrict everything
except degraded printing?

Many thanks forward for helping,
TBSC",,,,,,,,,,,,"2 years, 36 weeks, 3 days ago",,85141,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289457,,,,,,,0|i1dx33:
PDFBox,PDFBOX-197,extractimages example doesn't work correctly,Bug,Closed,Minor,Cannot Reproduce,Andreas Lehmkühler,Anonymous,Anonymous,9/14/2006 8:22,,3/14/2013 19:43,3/14/2013 19:43,,,,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1558429
Originally submitted by pergi on 2006-09-14 01:22.

the process never enter in the second while


while( iter.hasNext() ) 
{ 
PDPage page = (PDPage)iter.next(); 
PDResources resources = page.getResources(); 
Map images = resources.getImages(); 
if( images != null ) 
{ 
Iterator imageIter = images.keySet().iterator(); 
while( imageIter.hasNext() ) 
{ 
String key = (String)imageIter.next(); 
PDXObjectImage image = (PDXObjectImage)images.get( 
key ); 
String name = getUniqueFileName( key, image.getSuffix
() ); 
System.out.println( ""Writing image:"" + name ); 
image.write2file( name ); 
} 
} 
} 


ps: attached is an example file 

[attachment on SourceForge]
http://sourceforge.net/tracker/download.php?group_id=78314&atid=552832&aid=1558429&file_id=193486
regolamento2005pisa.pdf (application/pdf), 60535 bytes",,,,,,,,,,,,"4 years, 14 weeks, 4 days ago",,85137,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289456,,,,,,,0|i1dx2v:
PDFBox,PDFBOX-198,Tiff image problems,Bug,Closed,Minor,Duplicate,Unassigned,Anonymous,Anonymous,9/15/2006 8:36,,5/2/2014 6:12,2/22/2014 12:50,,"1.8.5, 2.0.0",Writing,,0,1,,,,,,,PDFBOX-1734,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1559157
Originally submitted by wolf12 on 2006-09-15 01:36.

Hi everyone!!!

PDFBox doesn't write tiff images propertly.
In tiff documentation there are many fields that are
not suported by this library. 
1. DPI (XResolution, YResolution, ResoulutionUnit)
XResolution and YResolution IFDFields are hardcoded
(300 dpi value for both), ResolutionUnit is not even
taken into account. User is forced to write those
values by hisself.
2. FillOrder
It is a logical order of bits within a byte (ref.
TIFF6.pdf document page 32). In PDFBox this entry is
allways 1 (because of lack it in library this field has
default value 1 - available are 1 and 2). The efect of
this is that the data is not properly recognized by pdf
viewers - error shown:
""No sufficient data for the image"".

Here is code for creating pdf page with tiff image:


1. >>>>>>>>>>> create COSDictionary <<<<<<<<<<<


IFDEntry columns =
ifd.directoryEntries.get(IFDName.ImageWidth);
IFDEntry rows =
ifd.directoryEntries.get(IFDName.ImageLength);
IFDEntry t4compression =
ifd.directoryEntries.get(IFDName.Compression);
IFDEntry blackIs1 =
ifd.directoryEntries.get(IFDName.PhotometricInterpretation);
IFDEntry t42d =
ifd.directoryEntries.get(IFDName.T4Options);

int k = -1000;
if (t4compression != null)
{
if (t4compression.getValue() == 4)
{
k = -1;
}
if (t4compression.getValue() == 3)
{
k = 0;
}
}
if (t42d != null && t42d.getValue() == 1)
{
k = 50;
}

if (k == -1000)
{
throw new IOException(""First image in tiff is not
CCITT T4 or T6 compressed"");
}
boolean bi1 = (blackIs1.getValue() == 1) ? true : false;

cosDictParms.setInt(COLUMNS, columns.getValue());
cosDictParms.setInt(ROWS, rows.getValue());
if (bi1)
{
cosDictParms.setBoolean(""BlackIs1"", true);
}
cosDictParms.setInt(""K"", k);
cosDictParms.setFloat(""XRes"", this.getXRes());
cosDictParms.setFloat(""YRes"", this.getYRes());
this.checkCOSDictionary = true;


2. >>>>>>>>>>> create PDStream <<<<<<<<<<<


PDStream stream = new PDStream(doc);
COSStream dic = stream.getStream();
COSDictionary decodeParms =
tiffImage.getCosDictionaryParams();
OutputStream os = null;
try
{
os = dic.createFilteredStream();
os.write(tiffImage.getStripsByte());
}
finally
{
try
{
if (os != null)
{
os.close();
}
}
catch (IOException e)
{
// ignore error
}
}
dic.setItem(COSName.FILTER, COSName.CCITTFAX_DECODE);
dic.setItem(COSName.SUBTYPE, COSName.IMAGE);
dic.setItem(COSName.TYPE, COSName.getPDFName(""XObject""));
dic.setItem(""DecodeParms"", decodeParms);




3. >>>>>>>>>>> create PDXObjectImage <<<<<<<<<<<

COSDictionary decodeParms =
tiffImage.getCosDictionaryParams();
PDCcitt ccitt = new PDCcitt(stream);
ccitt.setBitsPerComponent(1);
ccitt.setColorSpace(new PDDeviceGray());
ccitt.setWidth(decodeParms.getInt(TiffImage.COLUMNS));
ccitt.setHeight(decodeParms.getInt(TiffImage.ROWS));


4. >>>>>>>>>> create pdf page with image <<<<<<<<<


PDPageContentStream contentStream = new
PDPageContentStream(document, page);
PDFPageImageFormat pdfFormat =
PDFPageImageFormat.newPDFPageImageFormat(0, 0,
PDFPageImageFormat.FIT_TO_IMAGE, imageObject);
page.setMediaBox(new
PDRectangle(tiffImage.getOryginalWidth(),
tiffImage.getOryginalHeight()));
contentStream.drawImage(imageObject,
pdfFormat.getX(), pdfFormat.getY(),
(int)tiffImage.getOryginalWidth(),/*pdfFormat.getWidth(),*/

(int)tiffImage.getOryginalHeight()/*pdfFormat.getHeight()*/);
bos.write(tiffImage.toByteArray());


>>>>>>>>>>>>> end source code <<<<<<<<<

I cannot attach any example of pdf file because of
security.

I have my own tiff wraper which reads also multipage
tiff image.",,,,,,,,,,,,"3 years, 7 weeks, 4 days ago",,85103,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289455,,,,,,,0|i1dx2n:
PDFBox,PDFBOX-199,Tiff image problems,Bug,Closed,Minor,Duplicate,Jukka Zitting,Anonymous,Anonymous,9/15/2006 9:02,,10/21/2009 10:01,12/30/2008 16:39,,,,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1559168
Originally submitted by wolf12 on 2006-09-15 02:02.

Hi everyone!!!

PDFBox doesn't write tiff images propertly.
In tiff documentation there are many fields that are
not suported by this library. 
1. DPI (XResolution, YResolution, ResoulutionUnit)
XResolution and YResolution IFDFields are hardcoded
(300 dpi value for both), ResolutionUnit is not even
taken into account. User is forced to write those
values by hisself.
2. FillOrder
It is a logical order of bits within a byte (ref.
TIFF6.pdf document page 32). In PDFBox this entry is
allways 1 (because of lack it in library this field has
default value 1 - available are 1 and 2). The efect of
this is that the data is not properly recognized by pdf
viewers - error shown:
""No sufficient data for the image"".

Here is code for creating pdf page with tiff image:


1. >>>>>>>>>>> create COSDictionary <<<<<<<<<<<


IFDEntry columns =
ifd.directoryEntries.get(IFDName.ImageWidth);
IFDEntry rows =
ifd.directoryEntries.get(IFDName.ImageLength);
IFDEntry t4compression =
ifd.directoryEntries.get(IFDName.Compression);
IFDEntry blackIs1 =
ifd.directoryEntries.get(IFDName.PhotometricInterpretation);
IFDEntry t42d =
ifd.directoryEntries.get(IFDName.T4Options);

int k = -1000;
if (t4compression != null)
{
if (t4compression.getValue() == 4)
{
k = -1;
}
if (t4compression.getValue() == 3)
{
k = 0;
}
}
if (t42d != null && t42d.getValue() == 1)
{
k = 50;
}

if (k == -1000)
{
throw new IOException(""First image in tiff is not
CCITT T4 or T6 compressed"");
}
boolean bi1 = (blackIs1.getValue() == 1) ? true : false;

cosDictParms.setInt(COLUMNS, columns.getValue());
cosDictParms.setInt(ROWS, rows.getValue());
if (bi1)
{
cosDictParms.setBoolean(""BlackIs1"", true);
}
cosDictParms.setInt(""K"", k);
cosDictParms.setFloat(""XRes"", this.getXRes());
cosDictParms.setFloat(""YRes"", this.getYRes());
this.checkCOSDictionary = true;


2. >>>>>>>>>>> create PDStream <<<<<<<<<<<


PDStream stream = new PDStream(doc);
COSStream dic = stream.getStream();
COSDictionary decodeParms =
tiffImage.getCosDictionaryParams();
OutputStream os = null;
try
{
os = dic.createFilteredStream();
os.write(tiffImage.getStripsByte());
}
finally
{
try
{
if (os != null)
{
os.close();
}
}
catch (IOException e)
{
// ignore error
}
}
dic.setItem(COSName.FILTER, COSName.CCITTFAX_DECODE);
dic.setItem(COSName.SUBTYPE, COSName.IMAGE);
dic.setItem(COSName.TYPE, COSName.getPDFName(""XObject""));
dic.setItem(""DecodeParms"", decodeParms);




3. >>>>>>>>>>> create PDXObjectImage <<<<<<<<<<<

COSDictionary decodeParms =
tiffImage.getCosDictionaryParams();
PDCcitt ccitt = new PDCcitt(stream);
ccitt.setBitsPerComponent(1);
ccitt.setColorSpace(new PDDeviceGray());
ccitt.setWidth(decodeParms.getInt(TiffImage.COLUMNS));
ccitt.setHeight(decodeParms.getInt(TiffImage.ROWS));


4. >>>>>>>>>> create pdf page with image <<<<<<<<<


PDPageContentStream contentStream = new
PDPageContentStream(document, page);
PDFPageImageFormat pdfFormat =
PDFPageImageFormat.newPDFPageImageFormat(0, 0,
PDFPageImageFormat.FIT_TO_IMAGE, imageObject);
page.setMediaBox(new
PDRectangle(tiffImage.getOryginalWidth(),
tiffImage.getOryginalHeight()));
contentStream.drawImage(imageObject,
pdfFormat.getX(), pdfFormat.getY(),
(int)tiffImage.getOryginalWidth(),/*pdfFormat.getWidth(),*/

(int)tiffImage.getOryginalHeight()/*pdfFormat.getHeight()*/);
bos.write(tiffImage.toByteArray());


>>>>>>>>>>>>> end source code <<<<<<<<<

I cannot attach any example of pdf file because of
security.

I have my own tiff wraper which reads also multipage
tiff image.",,,,,,,,,,,,"8 years, 25 weeks, 6 days ago",,163086,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,206112,,,,,,,0|i0znin:
PDFBox,PDFBOX-200,PDF does not print properly,Bug,Closed,Minor,Cannot Reproduce,Unassigned,Anonymous,Anonymous,9/20/2006 22:52,,4/6/2013 15:16,4/6/2013 15:16,,,,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1562539
Originally submitted by benlitchfield on 2006-09-20 15:52.

See dakarmag1.pdf

Ben",,,,,,,,,,,,"4 years, 11 weeks, 2 days ago",,85086,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289454,,,,,,,0|i1dx2f:
PDFBox,PDFBOX-201,Bad file descriptor while saving a document w. imported PDFs,Bug,Closed,Minor,Cannot Reproduce,Andreas Lehmkühler,Anonymous,Anonymous,9/22/2006 2:05,,2/12/2011 19:02,12/15/2010 20:37,,,Writing,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1563263
Originally submitted by nobody on 2006-09-21 19:05.

I believe I've found an error on PDFBox, or at least a
non-standard behavior.

I have a PDF Document I create with PDFBox and then
start importing other PDFs onto it, something like

for every PDF in PDFLIST
mainPdf.import(PDF)
PDF.close

I can have hundreds of PDFs being imported to the main
document.

The thing is that when saving the main Document I
sometimes get the Bad File Descriptor error.

To fix it I had to do something ugly like:

for every PDF in PDFLIST
mainPdf.import(PDF)
toBeErasedPDF.add(PDF)

...
mainPdf.save(..)
mainPdf.close()

for every PDF in toBeErasedPDF
PDF.close

in this way the error goes away but
A) it took me a whole lot of time to realize this
B) I am maintaining in memory lots of unused objects
that could have been GC'd.

Still, this problem does not always arise.
I am attaching two different FO's (correct.fo.xml and
incorrect.fo.xml), where the first one does not show
this error, and the second one does. I am not attaching
code because I am not allowed to, but the idea is to
convert those documents to PDF and add them to the main
PDF document, separately.

I really do not know what is causing the problem in one
doc and not in the other.

BTW I am using version 0.7.2 (and it also happens in 0.7.1)

PS: It seems that I can only add one file? I'm adding
the incorrect one.

Hope this helps,
Best Regards
AndrÃ©s Bernasconi

[attachment on SourceForge]
http://sourceforge.net/tracker/download.php?group_id=78314&atid=552832&aid=1563263&file_id=194626
incorrect.fo.xml (text/xml), 29948 bytes
This FO causes the error mentioned above

[comment on SourceForge]
Originally sent by benlitchfield.
Logged In: YES 
user_id=601708

Hi AndrÃ©s,

Can you give the nightly build a try 
http://www.pdfbox.org/dist 

I think another user reported this at one point and if I 
remember correctly I couldn't reproduce it, so I think it 
might be fixed in CVS.

Give it a try and let me know,
Thanks,
Ben",,,,,,,,,,,,"6 years, 27 weeks, 5 days ago",,163087,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,206193,,,,,,,0|i0zo0n:
PDFBox,PDFBOX-202,Error on text extraction: java.lang.IndexOutOfBoundsExceptio,Bug,Closed,Minor,Fixed,Adam Nichols,Anonymous,Anonymous,9/26/2006 10:30,,3/4/2011 10:29,12/28/2010 0:27,,1.5.0,Parsing,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1565617
Originally submitted by gagravarr on 2006-09-26 03:30.

I'm trying to extract text from a pdf file
(http://www.cifor.cgiar.org/mla/download/publication/mozambique.pdf),
but I'm getting an IndexOutOfBoundsException on it:

Exception in thread ""main""
java.lang.IndexOutOfBoundsException: Index: 4, Size: 4
at
java.util.ArrayList.RangeCheck(ArrayList.java:546)
at java.util.ArrayList.get(ArrayList.java:321)
at
org.pdfbox.util.operator.Concatenate.process(Concatenate.java:69)
at
org.pdfbox.util.PDFStreamEngine.processOperator(PDFStreamEngine.java:494)
at
org.pdfbox.util.PDFStreamEngine.processSubStream(PDFStreamEngine.java:207)
at
org.pdfbox.util.PDFStreamEngine.processStream(PDFStreamEngine.java:160)
at
org.pdfbox.util.PDFTextStripper.processPage(PDFTextStripper.java:355)
at
org.pdfbox.util.PDFTextStripper.processPages(PDFTextStripper.java:268)
at
org.pdfbox.util.PDFTextStripper.writeText(PDFTextStripper.java:220)
at
org.pdfbox.ExtractText.main(ExtractText.java:237)


I've tried with 0.7.2, and 0.7.3-dev-20060920, and I
get the same exception from both versions.

Nick",,,,,,,,,,,,"6 years, 26 weeks ago",,163088,,,Restricted to agents,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,205855,,,,,,,0|i0zlxj:
PDFBox,PDFBOX-203,PDFBox merge/encryption problem,Bug,Closed,Minor,Cannot Reproduce,Unassigned,Anonymous,Anonymous,9/26/2006 17:47,,10/10/2014 21:55,10/10/2014 21:55,0.7.2,,Utilities,,0,0,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1565880
Originally submitted by patty_c on 2006-09-26 10:47.

PDFBox-0.7.2
Windows XP

I merge two pdfs and encrypt them. When I decrypt 
the merged pdf and open it in Reader, I 
get ""unrecognized token"" after scrolling down a few 
pages (using the page forward button in Reader). 

Here are code snippets:

Merge: 
PDDocument oldPdf = PDDocument.load(existingPDF); 
PDDocument newPdf = PDDocument.load(scannedPDF); 
if (oldPdf.isEncrypted()) { 
oldPdf.decrypt(OWNERPASSWORD); 
} 
if (newPdf.isEncrypted()) { 
newPdf.decrypt(OWNERPASSWORD); 
} 
AppendDoc doc = new AppendDoc(); 
doc.appendDocument(oldPdf, newPdf); 
oldPdf.save(resultingPDF.getPath()); 
oldPdf.close(); 
newPdf.close(); 

Encrypt: 
PDDocument pdf = PDDocument.load(file); 
PDStandardEncryption encryptionOptions = new 
PDStandardEncryption(); 
encryptionOptions.setCanModify(false); 
encryptionOptions.setCanPrint(false); 
encryptionOptions.setCanExtractContent(false); 
pdf.setEncryptionDictionary(encryptionOptions); 
pdf.encrypt(OWNERPASSWORD, USERPASSWORD); 
pdf.save(file.getPath()); 
pdf.close(); 

Decrypt: 
PDDocument pdf = PDDocument.load(file); 
if (pdf.isEncrypted()) { 
pdf.decrypt(OWNERPASSWORD); 
pdf.save(file.getPath()); 
pdf.close(); 
} 




[attachment on SourceForge]
http://sourceforge.net/tracker/download.php?group_id=78314&atid=552832&aid=1565880&file_id=195367
test_encrypted.pdf (application/pdf), 63248 bytes
merged, encrypted pdf;password=123;unrecognized token when you open in Reader

[comment on SourceForge]
Originally sent by ng_aldridge.
Logged In: YES 
user_id=1111818
Originator: NO

Are you able to upload the original documents that you were attempting to merge, or examples that cause the same problem? Also, have you tried the latest pdfbox - there have been some fixes to the parser recently.",,,,,,,,,,,,"10 years, 39 weeks, 6 days ago",,85088,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289453,,,,,,,0|i1dx27:
PDFBox,PDFBOX-204,NPE on damaged file,Bug,Closed,Minor,Cannot Reproduce,Unassigned,Anonymous,Anonymous,10/3/2006 21:57,,4/6/2013 15:23,4/6/2013 15:23,,,PDModel,,0,1,,,,,,,,,"[imported from SourceForge]
http://sourceforge.net/tracker/index.php?group_id=78314&atid=552832&aid=1570308
Originally submitted by renaudw on 2006-10-03 14:57.

This file: 
http://bat.library.ucsf.edu/data/p/q/s/pqs01a99/pqs01a9
9.pdf
causes a NPE when PDDocumentCatalog.getAllPages() is 
called.

Arguably, the file is damaged beyond repair -- even 
the Acrobat Reader can't display it. Nonetheless it 
would be nice to get an IO exception instead of NPE.

java.lang.NullPointerException 
on /web/gfdocs/p/q/s/pqs01a99/pqs01a99.pdf (stacktrace 
follows)
java.lang.NullPointerException
at org.pdfbox.pdmodel.PDPageNode.getAllKids
(PDPageNode.java:194)
at org.pdfbox.pdmodel.PDPageNode.getAllKids
(PDPageNode.java:182)
at 
org.pdfbox.pdmodel.PDDocumentCatalog.getAllPages
(PDDocumentCatalog.java:162)
at 
edu.ucsf.library.utils.TextOverImageDocumentDetector.co
llectTextRenderingModes
(TextOverImageDocumentDetector.java:150)",,,,,,,,,,,,"4 years, 11 weeks, 2 days ago",,85115,,,Restricted to agents,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,289452,,,,,,,0|i1dx1z:
