Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Release Note,Hadoop Flags,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Tags,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Avro,AVRO-933,On latest Ubuntu AvrogencppTests.cc does not compile,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/17/2011 10:05,,11/1/2011 18:36,10/17/2011 12:50,1.6.0,1.6.0,c++,,0,0,,,,,,,,,"This is because the new avrogencpp inserts {{avro/}} prefix to the included header files. But before being installed, avro directory won't exist. but the previous versions of Ubuntu and Cygwin used to work with or without the {{avro/}} prefix. Fixing it so that it would work everywhere.",,,,,,,,,,,,"5 years, 38 weeks, 2 days ago",,88118,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80307,,,,,,,,0|i0e3d3:
Avro,AVRO-934,Avro PHP has a performance issue - it appears to operate in O(N^2) time when decoding messages,Improvement,Closed,Major,Fixed,A B,A B,A B,10/17/2011 17:38,,11/1/2011 18:36,10/17/2011 21:04,1.5.4,1.6.0,php,,0,0,,,,,,,,"PHP 5.3.8, Windows or OSX","While decoding simple requests, observed that the time to decode was growing much faster than expected. A 25k file would take 3 seconds to decode while a 570k file was taking approximately 45 minutes. The Ruby implementation does not exhibit a similar issue; above 570k file takes about 3 seconds to decode. Profiled the code and found that the problem lies in AvroStringIO::read($len) - repeated calls to array_slice seem to cause the issue. Replaced the call to array_slice with the following and now the 570k file is processed in about 5 seconds. I will submit the patch shortly as well but here is the new code: 

class AvroStringIO extends AvroIO 
{ 
... 
public function read($len) 
{ 
$this->check_closed(); 
//$read = array_slice($this->buffer, $this->current_index, $len); 
$read=array(); 
for($i=$this->current_index; $i<($this->current_index+$len); $i++) 
$read []=$this->buffer[$i]; 
...",,,,,,,"avro, php",10/17/2011 21:04,,,,"5 years, 38 weeks, 2 days ago",,88625,,,Restricted to agents,,,,,,,,,,,Fix for performance issue in Avro PHP.,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80308,,,,,,,,0|i0e3db:
Avro,AVRO-935,Update Java dependencies for 1.6.0,Improvement,Closed,Blocker,Fixed,Scott Carey,Scott Carey,Scott Carey,10/17/2011 21:58,,11/1/2011 18:36,10/23/2011 23:29,,1.6.0,java,,0,0,,,,,,,AVRO-852,,Update Java dependencies to the latest version where appropriate.,,,,,,,,10/18/2011 22:04,,,,"5 years, 37 weeks, 3 days ago",,88700,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80309,,,,,,,,0|i0e3dj:
Avro,AVRO-936,Avro Java does not build with Maven 2.,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/19/2011 3:55,,11/1/2011 18:36,10/20/2011 6:00,1.6.0,1.6.0,java,,0,0,,,,,,,,,"It is because we use the feature ""Support Enum-type parameters in mojos"" of Maven 3: 

http://jira.codehaus.org/browse/MNG-4292. 

The forthcoming patch fixes it.",,,,,,,,10/19/2011 20:44,,,,"5 years, 38 weeks ago",,89016,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80310,,,,,,,,0|i0e3dr:
Avro,AVRO-937,C++ CMake keeps generating code even when there is no change,Improvement,Closed,Minor,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/19/2011 13:09,,11/1/2011 18:36,10/20/2011 4:54,,1.6.0,c++,,0,0,,,,,,,,,"If there is no change in the input schema for tests, the header files should not be regenerated. But the current CMake scripts regenerates the code every time it is run.",,,,,,,,,,,,"5 years, 38 weeks ago",,89232,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80311,,,,,,,,0|i0e3dz:
Avro,AVRO-938,Some more warning when built on RHEL,Improvement,Closed,Minor,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/19/2011 16:41,,11/1/2011 18:36,10/20/2011 4:50,,1.6.0,c++,,0,0,,,,,,,,,A couple of more warnings show up when compiled on RedHat Linux.,,,,,,,,,,,,"5 years, 38 weeks ago",,89277,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80312,,,,,,,,0|i0e3e7:
Avro,AVRO-939,Java: optimize BinaryData#compareBytes() to use sun.misc.Unsafe when available,New Feature,Patch Available,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,10/20/2011 18:14,,7/26/2012 18:19,,1.7.1,,java,,0,12,,,,,,,HADOOP-7761,,"Google's Guava libraries include an optimized implementation of lexicographic byte comparison based on sun.misc.Unsafe that's ~4x faster than the normal Java implementation. 

http://hiroshiyamauchi.blogspot.com/2010/08/fast-unsigned-byte-lexicographical.html 
http://www.google.com/codesearch#UKMs0lhE9bg/trunk/src/com/google/common/primitives/UnsignedBytes.java&l=276 

We might similarly optimize BinaryData#compareBytes().",,,,,,,,1/30/2012 20:34,,,,"4 years, 49 weeks, 6 days ago",,92533,,,Restricted to agents,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80313,,,,,,,,0|i0e3ef:
Avro,AVRO-940,C++ design for generic datum could be better.,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/21/2011 5:14,,11/1/2011 18:36,10/21/2011 14:58,,1.6.0,c++,,0,0,,,,,,,,,"The template functions {{avro::encode()}} and {{avro::decode}} along with {{codec_traits}} has a clean way of encoding and decoding built-in C++ types corresponding to Avro types and types generated by the code generator. However, encoding and decoding {{GenricDatum}} is clunky. It uses {{std::pair}} and schema objects make makes it hard for programmers to grasp and use. Added complexity is due to use of reference in {{pair}}. 

The forthcoming patch simplifies this and makes things uniform.",,,,,,,,,,,,"5 years, 37 weeks, 5 days ago",,97526,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80314,,,,,,,,0|i0e3en:
Avro,AVRO-941,Avro should support the Apache Maven Shade plugin class relocation feature,Improvement,Closed,Major,Fixed,Doug Cutting,Matt Massie,Matt Massie,10/22/2011 22:00,,11/1/2011 18:35,10/28/2011 22:14,1.5.4,1.6.0,java,,0,0,,,,,,,,,"The Apache shade plugin allows maven builds to create an uber jar that contains dependencies in the project. In addition, the shade plugin allows you to relocate dependencies into a private namespace to prevent class conflicts on shared class paths. Avro does not support relocation. 

All generated Avro objects contain a string field named SCHEMA$ which serves as the authority for the class namespace. When the shade plugin updates the byte code to relocate the class, it doesn't alter the SCHEMA$ string. This break Avro use of reflection since the namespace in SCHEMA$ points to an incorrect location. 

I spoke with Doug about the issue and he was kind enough to provide a quick hack in order to fix this issue. The hack is to check for mismatches between the byte code and the SCHEMA$ and, when they don't match, to defer to the byte code. I'll attach Doug's patch to this Jira.",,,,,,,,10/22/2011 23:02,,,,"5 years, 36 weeks, 5 days ago",,214257,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80315,,,,,,,,0|i0e3ev:
Avro,AVRO-942,Java ReflectData should add default value null for @Nullable fields,Bug,Closed,Major,Fixed,Binglin Chang,Binglin Chang,Binglin Chang,10/23/2011 6:34,,12/13/2011 19:06,10/24/2011 21:07,,1.6.0,java,,0,0,,,,,,,,,Java ReflectData should add default value null for @Nullable fields,,,,,,,,10/24/2011 21:07,,,,"5 years, 37 weeks, 2 days ago",,214267,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80316,,,,,,,,0|i0e3f3:
Avro,AVRO-943,TestNettyServerWithCallbacks sometimes hangs,Bug,Closed,Major,Fixed,James Baldassari,Doug Cutting,Doug Cutting,10/25/2011 16:19,,11/15/2011 17:30,11/1/2011 19:10,,1.6.1,java,,0,0,,,,,,,AVRO-848,,I'm periodically seeing tests hang in TestNettyServerWithCallbacks.,,,,,,,,10/25/2011 16:51,,,,"5 years, 36 weeks, 1 day ago",,214566,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,4,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80317,,,,,,,,0|i0e3fb:
Avro,AVRO-944,Java: reduce-side combine uses wrong serializer,Bug,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,10/25/2011 16:33,,11/1/2011 18:35,10/28/2011 22:24,1.6.0,1.6.0,java,,0,0,,,,,,,,,"When a reduce-side combine is run, Avro's mapreduce API incorrectly uses the final output serializer rather than the map-output serializer.",,,,,,,,10/29/2011 18:35,,,,"5 years, 36 weeks, 4 days ago",,214568,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80318,,,,,,,,0|i0e3fj:
Avro,AVRO-945,C# port does not build under Ubuntu 11.10,Bug,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,10/27/2011 19:45,,11/1/2011 18:36,10/28/2011 18:07,,1.6.0,csharp,,0,0,,,,,,,,,This is because the .sln file declares that it needs Framework version 3.5 client profile. Mono does not offer client profile. The forthcoming patch fixes that problem by not requiring client profile.,,,,,,,,10/28/2011 16:04,,,,"5 years, 36 weeks, 5 days ago",,214990,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80319,,,,,,,,0|i0e3fr:
Avro,AVRO-946,GenericData.resolveUnion() performance improvement,Improvement,Closed,Major,Fixed,Doug Cutting,Hernan Otero,Hernan Otero,10/27/2011 21:29,,11/15/2011 17:30,11/4/2011 20:59,1.6.0,1.6.1,java,,0,0,,,,,,,,,"Due to the sequential nature of today's implementation of GenericData.resolveUnion() (used when serializing an object): 

{code} 
public int resolveUnion(Schema union, Object datum) { 
int i = 0; 
for (Schema type : union.getTypes()) { 
if (instanceOf(type, datum)) 
return i; 
i++; 
} 
throw new UnresolvedUnionException(union, datum); 
} 
{code} 

it showed up when we were doing some serialization performance analysis. A simple optimization can be implemented by keeping a map within the UnionSchema object (in fact, this could actually be a perfect hash map given the potential values in the map are known in advance). The optimization is obviously most notable when a Union within the schema contains many types (in our particular use case, more than 40 in some cases). In this scenario, we observed a 25% improvement by using an identity hash map. 

Even though using an identity map provides a significant boost, we have observed an even further improvement (and removed some of the restrictions of relying on object identity) by using a perfect hash map on the schema names (an extra 15% on top of that in some cases). This implementation, unfortunately, is not something we could contribute at this point, but we thought it'd be a good idea to allow users to provide alternative implementations of the indexing behavior, such as adding the following static method to Schema: 

{code} 
public static void setUnionTypeIndexCacheFactory(UnionIndexCacheFactory factory) 
{ 
unionIndexCacheFactory = factory; 
} 
{code} 

This is what the interface and identity hash map-based implementation would look like: 

{code} 
/** 
* A factory interface for creating UnionTypeIndexCache instances. 
*/ 
public static interface UnionIndexCacheFactory 
{ 
UnionIndexCache createUnionIndexCache(List<Schema> types); 

/** 
* Used for caching schema indices within a union. 
*/ 
public static interface UnionIndexCache 
{ 
void setTypeIndex(Schema schema, int index); 

int getTypeIndex(Schema schema); 
} 

} 

private static class IdentityMapUnionIndexCacheFactory implements UnionIndexCacheFactory 
{ 
@Override 
public UnionIndexCache createUnionIndexCache(List<Schema> types) 
{ 
return new UnionIndexCache() 
{ 
private final IdentityHashMap<Schema, Integer> schemaToIndex = new IdentityHashMap<Schema, Integer>(); 

@Override 
public void setTypeIndex(Schema schema, int index) 
{ 
schemaToIndex.put(schema, index); 
} 

@Override 
public int getTypeIndex(Schema schema) 
{ 
Integer index = schemaToIndex.get(schema); 
return index == null ? -1 : index; 
} 
}; 
} 
} 
{code} 

I will attach a patch later today or early tomorrow. 

Thanks in advance, 

Hernan Otero",,,,,,,,10/28/2011 16:42,,,,"5 years, 35 weeks, 5 days ago",,215007,,,Restricted to agents,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80320,,,,,,,,0|i0e3fz:
Avro,AVRO-947,improve performance of resolver cache for multi-threaded applications,Improvement,Open,Major,Unresolved,Unassigned,Doug Cutting,Doug Cutting,10/28/2011 17:00,,10/28/2011 17:16,,,,java,,0,0,,,,,,,,,"The DatumReader API is meant to be thread-safe, in that many threads should be able to simultaneously use a single DatumReader instance. When we first switched GenericDatumReader to use a resolver thread-safety was broken. AVRO-650 repaired this with a thread-local resolver cache, but performance suffered. AVRO-743 improved performance for single-threaded applications, but multi-threaded performance is still poor.",,,,,,,,,,,,"5 years, 36 weeks, 5 days ago",,215146,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80321,,,,,,,,0|i0e3g7:
Avro,AVRO-948,Thrift: non-numeric fields should be nullable,Bug,Closed,Major,Fixed,Doug Cutting,Doug Cutting,Doug Cutting,10/28/2011 18:26,,11/1/2011 18:36,10/28/2011 22:20,,1.6.0,java,,0,0,,,,,,,,,"In Thrift, struct fields with non-numeric value types should be nullable.",,,,,,,,,,,,"5 years, 36 weeks, 5 days ago",,215152,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80322,,,,,,,,0|i0e3gf:
Avro,AVRO-949,NettyTransiever doesn't call RPCPlugin.clientReceiveResponse on the same thread as clientSendRequest,Bug,Open,Major,Unresolved,Unassigned,Philip Zeyliger,Philip Zeyliger,10/29/2011 2:29,,12/13/2011 19:06,,"1.5.4, 1.6.0",,java,,0,0,,,,,,,,,"RPCPlugin.clientReceiveResponse() is called in the Netty IO thread when using a NettyTransceiver. This is quite different than how HTTPTransceiver does it. 

Users can use RPCPlugin to do things like tracing and timing. It's bizarre that clientSendRequest() happens in the caller's thread, but clientReceiveResponse() happens in a different one, because thread locals are one of the easiest way to pass information between these. There's no easy other way, since RPCContext, which is passed along, has no way to associate arbitrary data with itself.",,,,,,,,10/29/2011 13:54,,,,"5 years, 36 weeks, 4 days ago",,215199,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80324,,,,,,,,0|i0e3gv:
Avro,AVRO-950,"Avro-C library version is ""undef"" in release 1.6.0",Bug,Closed,Major,Fixed,Douglas Creager,Michael Cooper,Michael Cooper,11/3/2011 6:37,,11/15/2011 17:30,11/4/2011 21:39,1.6.0,1.6.1,c,,0,0,,,,,,,,"Ubuntu 11.10 x86_64 
cmake version 2.8.5 
avro-c 1.6.0","The version number is set to undef in the avro-c release for 1.6.0 

I downloaded the 1.6.0 tar.gz from http://apache.mirror.aussiehq.net.au//avro/avro-1.6.0/c/avro-c-1.6.0.tar.gz 

{code} 
$ pkg-config --modversion avro-c 
undef 
{code} 

{code} 
$ cat /usr/local/lib/pkgconfig/avro-c.pc 
Name: avro-c 
Description: C library for parsing Avro data 
Version: undef 
URL: http://avro.apache.org/ 
Libs: -L/usr/local/lib -lavro 
Cflags: -I/usr/local/include 
{code}",,,,,,,"avro, c, release",11/3/2011 14:30,,,,"5 years, 35 weeks, 5 days ago",,215857,,,Restricted to agents,,,,,,,,,,,,Reviewed,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80325,,,,,,,,0|i0e3h3:
Avro,AVRO-951,"Records with field named ""data"" collide with new builder code from specific compiler",Bug,Closed,Blocker,Fixed,Doug Cutting,Alex Miller,Alex Miller,11/3/2011 21:15,,11/15/2011 17:30,11/4/2011 20:51,1.6.0,1.6.1,java,,0,1,,,,,,,AVRO-839,,"When I updated my dependencies from 1.5.x to 1.6.0 I found that one of my generated specific data classes failed to compile. The schema definition is: 

{code} 
record DataResponse { 
string queryId; 
int startRow; 
boolean more; 
array<array<union {IRI, BNode, PlainLiteral, TypedLiteral, 
string, boolean, int, long, float, double, 
null} >> data; 
} 
{code} 

which I'm using to create: 

{code} 
{ 
""type"" : ""record"", 
""name"" : ""DataResponse"", 
""fields"" : [ { 
""name"" : ""queryId"", 
""type"" : ""string"" 
}, { 
""name"" : ""startRow"", 
""type"" : ""int"" 
}, { 
""name"" : ""more"", 
""type"" : ""boolean"" 
}, { 
""name"" : ""data"", 
""type"" : { 
""type"" : ""array"", 
""items"" : { 
""type"" : ""array"", 
""items"" : [ ""IRI"", ""BNode"", ""PlainLiteral"", ""TypedLiteral"", ""string"", ""boolean"", ""int"", ""long"", ""float"", ""double"", ""null"" ] 
} 
} 
} 
{code} 

which generates this code in the specific compiler: 

{code} 
public static class Builder extends org.apache.avro.specific.SpecificRecordBuilderBase<DataResponse> 
implements org.apache.avro.data.RecordBuilder<DataResponse> { 

private java.lang.CharSequence queryId; 
private int startRow; 
private boolean more; 
// *** local field named ""data"" 
private java.util.List<java.util.List<java.lang.Object>> data; 

// snipped some 

/** Creates a Builder by copying an existing DataResponse instance */ 
private Builder(sherpa.protocol.DataResponse other) { 
super(sherpa.protocol.DataResponse.SCHEMA$); 
if (isValidValue(fields[0], other.queryId)) { 
// *** Call intended to go to super class data field 
queryId = (java.lang.CharSequence) data.deepCopy(fields[0].schema(), other.queryId); 
fieldSetFlags[0] = true; 
} 
if (isValidValue(fields[1], other.startRow)) { 
startRow = (java.lang.Integer) data.deepCopy(fields[1].schema(), other.startRow); 
fieldSetFlags[1] = true; 
} 
if (isValidValue(fields[2], other.more)) { 
more = (java.lang.Boolean) data.deepCopy(fields[2].schema(), other.more); 
fieldSetFlags[2] = true; 
} 
if (isValidValue(fields[3], other.data)) { 
data = (java.util.List<java.util.List<java.lang.Object>>) data.deepCopy(fields[3].schema(), other.data); 
fieldSetFlags[3] = true; 
} 
} 
{code} 

If you note the two ***'ed comments above, the first is the locally generated ""data"" field. The second is a reference to a super-class's field, also named data (although it's shadowed by the local data field). The super class is org.apache.avro.data.RecordBuilderBase. 

Seems like any of the protected fields at that point could potentially collide with actual record field names (""schema"", ""fields"", ""fieldSetFlags"" would all have the same problem). Maybe if those fields were accessed via getters in the generated code, the local fields could shadow the super class without issue.",,,,,,,,11/3/2011 21:47,,,,"5 years, 35 weeks, 5 days ago",,215976,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80326,,,,,,,,0|i0e3hb:
Avro,AVRO-952,C++/CMake build does not detect flex & bison correctly,Bug,Closed,Major,Won't Fix,Unassigned,Nebojsa Sabovic,Nebojsa Sabovic,11/4/2011 18:59,,9/25/2012 21:22,4/23/2012 4:16,1.6.0,,c++,,0,0,,,,,,,,,"Configure should test for flex and bison. CMake has built in support for those, we should use that. I've verified that it existed at 2.6, which is the minimum CMake release that we currently require.",,,,,,,"c++, cmake",11/7/2011 13:49,,,,"5 years, 11 weeks, 3 days ago",,216102,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80327,,,,,,,,0|i0e3hj:
Avro,AVRO-953,python ipc with path,Improvement,Closed,Minor,Fixed,Craig Landry,Craig Landry,Craig Landry,11/4/2011 21:27,,2/15/2012 0:46,12/8/2011 1:00,,1.6.2,python,,0,1,,3600,3600,,0%,,,,Currently the ipc.HTTPTransceiver class has a hardcoded path of '/'. This improvement request is to allow users to provide an override path.,,0%,0%,,3600,3600,patch,11/23/2011 23:08,,,,"5 years, 31 weeks ago",,216121,,,Restricted to agents,,,,,,,,,,,,,,,,python ipc,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80328,,,,,,,,0|i0e3hr:
Avro,AVRO-954,C++ - Typo in JsonCodec.cc,Bug,Closed,Minor,Fixed,Nebojsa Sabovic,Nebojsa Sabovic,Nebojsa Sabovic,11/7/2011 3:53,,9/25/2012 21:24,4/22/2012 9:42,1.6.0,1.6.3,c++,,0,0,,,,,,,,,"JsonCodec.cc has a line that reads: if (isdigit(ch) || '-') 
This doesn't do anything useful, we should change it to read: if (isdigit(ch) || ch == '-')",,,,,,,c++,11/7/2011 13:50,,,,"5 years, 11 weeks, 3 days ago",,216263,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80329,,,,,,,,0|i0e3hz:
Avro,AVRO-955,C++ bindings - Allow referencing schemas from other files,New Feature,Open,Major,Unresolved,Unassigned,Nebojsa Sabovic,Nebojsa Sabovic,11/7/2011 4:19,,11/7/2011 4:19,,1.6.0,,c++,,1,0,,,,,,,,,"Currently, it is impossible to reference schemas from other files, and so it's hard to split/reuse schemas. AFAIK, Java bindings allow this.",,,,,,,c++,,,,,"5 years, 35 weeks, 3 days ago",,216264,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,76229,,,,,,,,0|i0de73:
Avro,AVRO-956,Remove dependency on Flex/Bison,Improvement,Closed,Major,Fixed,Thiruvalluvan M. G.,Thiruvalluvan M. G.,Thiruvalluvan M. G.,11/7/2011 14:31,,2/15/2012 0:49,2/2/2012 19:12,1.6.1,1.6.2,c++,,0,0,,,,,,,,,"The current schema parser uses Flex/Bison. Making Flex/Bison work with CMake seems difficult. Moreover trying to parse Json directly into in-memory schema object appears hard. The code is not friendly for extensions to implement new features such as namespace, documentation comments etc. 

We already have a Json parser in Avro C++ codebase, but is hidden inside the JsonCodec. Bringing it out and implementing a schema parser on top of that (similar to the Java and C# implementations) would fix the problem. The forthcoming patch does just that.",,,,,,,,,,,,"5 years, 22 weeks, 5 days ago",,216318,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80330,,,,,,,,0|i0e3i7:
Avro,AVRO-957,Added Codec Support to Avro-C,New Feature,Closed,Major,Fixed,Unassigned,Lucas Martin-King,Lucas Martin-King,11/21/2011 6:54,,8/22/2013 6:23,12/20/2011 2:28,,1.6.2,c,,1,5,,,,,,,AVRO-958,,"We (Experian Hitwise) have added codec support to avro-c (as per the avro spec), with preliminary deflate/inflate support (as well as null codec support). 

This changes the way blocks are written to the file, with the block data being passed through the codec interface, before being written to file. 

This also changes the way blocks are read from a file, with the block data first being read into a buffer, before being passed through the codec interface, then a memory reader is set to the decoded data, which is read by the user calls avro_file_reader_read_value() and avro_file_reader_read() 

Please feel free to make changes, as although I did try to emulate the coding style of the rest of the avro c library, there may be things I've done ""differently"" :-) 

Code is available from Github: https://github.com/hitwise/avro (branch: codec)",,,,,,,"c, codec, deflate",12/8/2011 4:58,,,,"5 years, 29 weeks, 2 days ago",,217851,,,Restricted to agents,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80331,,,,,,,,0|i0e3if:
Avro,AVRO-958,C: Add Deflate compression codec support,New Feature,Closed,Major,Duplicate,Unassigned,Scott Carey,Scott Carey,11/22/2011 19:43,,8/22/2013 6:23,11/22/2011 21:19,,,,,0,1,,,,,,,AVRO-957,,Add deflate codec support for Avro-C,,,,,,,,,,,,"5 years, 33 weeks, 1 day ago",,218115,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80332,,,,,,,,0|i0e3in:
Avro,AVRO-959,"python implementation calls seek on input, unable to read avros from a stream",Bug,Open,Major,Unresolved,Unassigned,Sean Jensen-Grey,Sean Jensen-Grey,11/23/2011 18:27,,8/13/2014 19:28,,1.6.1,,python,,2,4,,,,,,,AVRO-1286,,"The python implementation of Avro calls seek on the input file handle which precludes it from being a stream (stdin, hadoop streaming, etc) 

{code} 

ack -a -i seek 
src/avro/datafile.py 
109: # seek to the end of the file and prepare for writing 
110: writer.seek(0, 2) 
190: DataFileReader.seek(long). Forces the end of the current block, 
261: self.reader.seek(0, 2) 
263: self.reader.seek(remember_pos) 
270: # seek to the beginning of the file to get magic block 
271: self.reader.seek(0, 0) 
316: return True. Otherwise, seek back to where we started and return False. 
320: self.reader.seek(-SYNC_SIZE, 1) 

src/avro/io.py 
148: reader is a Python object on which we can call read, seek, and tell. 
267: self.reader.seek(self.reader.tell() + n) 

src/avro/txipc.py 
217: request.content.seek(0, 0) 

test/test_io.py 
137: writer.seek(0) 
{code}",,,,,,,,5/6/2013 5:31,,,,"2 years, 47 weeks ago",,218245,,,Restricted to agents,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80333,,,,,,,,0|i0e3iv:
Avro,AVRO-960,String Const Correctness in Avro-C,Improvement,Closed,Minor,Fixed,Douglas Creager,Lucas Martin-King,Lucas Martin-King,11/25/2011 4:11,,2/15/2012 0:46,12/13/2011 19:45,1.6.1,1.6.2,c,,1,1,,,,,,,,,"I notice that avro_value_set_string() takes in a char *, not a const char *, and some of the the lower level functions it uses do take a const char *. 

I would presume that the library does not modify user input string data. 

Can we fix this by maintaining const char * all the way up to the user API?",,,,,,,"c, const",11/27/2011 4:09,,,,"5 years, 30 weeks, 1 day ago",,218402,,,Restricted to agents,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80334,,,,,,,,0|i0e3j3:
Avro,AVRO-961,avrocat/avropipe to use stdin when no file specified,Improvement,Closed,Trivial,Fixed,Unassigned,Michael Cooper,Michael Cooper,11/28/2011 6:26,,2/15/2012 0:46,12/20/2011 2:13,1.6.1,1.6.2,c,,0,1,,,,,,,,"Linux x86_64 
avro-c 1.6.1","Currently, when using avrocat or avropipe in a pipe, you have to specify /dev/stdin explicitly. 
It would be nice if it defaulted to /dev/stdin when no file was specified.",,,,,,,"avro, avrocat, avropipe, c",12/13/2011 19:28,,,,"5 years, 29 weeks, 2 days ago",,218597,,,Restricted to agents,,,,,,,,,,,,,,,,avrocat avropipe avro-c,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,80335,,,,,,,,0|i0e3jb:
